insertar,registro,registro_senasa,marca,empresa,activos,banda_toxocologica,producto_propio,precio,rentabilidad,precio_minimo,precio_maximo
FALSE,S_41540,41540,COWBOY ELITE IV,SURCOS S.A.,DICAMBA 20%,III,FALSE,12,15%,9.6,14.4
FALSE,S_41539,41539,DEDALO ELITE V,SURCOS S.A.,"2,4 D 30%",III,FALSE,6,13%,4.8,7.2
FALSE,S_41538,41538,DEDALO DUO ELITE III,SURCOS S.A.,"2,4 D 8%## GLIFOSATO 11%",III,FALSE,7,7%,5.6,8.4
FALSE,S_41537,41537,"2,4-DB 93,1 DELTA AGRO",AGROINSUMOS B Y L S.A.,"2,4-DB 93,1%",II,FALSE,17,20%,13.6,20.4
FALSE,S_41536,41536,CONTROL QUAT I,AGROFACIL S A,"PARAQUAT DICLORURO 27,6%",II,FALSE,7,11%,5.6,8.4
FALSE,S_41535,41535,GLIFO GOLD FENDER,PRO CROP S.A.,GLIFOSATO 60%,IV,FALSE,13,0%,10.4,15.6
FALSE,S_41534,41534,"2,4-D 30% ME DELTA",DELTA AGROINSUMOS S.A.,"2,4 D 30%",II,FALSE,23,19%,18.4,27.6
FALSE,S_41533,41533,GLIFOSATO 48% EBC GOLD,ENRIQUE M BAYA CASAL S A,"GLIFOSATO 60,8%",IV,FALSE,17,6%,13.6,20.4
FALSE,S_41532,41532,FIPRO MIL,FARM CHEMICALS ARGENTINA S.R.L,FIPRONIL 25%,II,FALSE,18,20%,14.4,21.6
FALSE,S_41531,41531,QAT,SANTEX S. A.,"PARAQUAT DICLORURO 27,6%",II,FALSE,16,10%,12.8,19.2
FALSE,S_41530,41530,NICOFURON 75 WG,NGC AGROSCIENCES ARGENTINA S.A.,NICOSULFURON 75%,III,FALSE,5,2%,4,6
FALSE,S_41529,41529,TARZAN,NGC AGROSCIENCES ARGENTINA S.A.,SULFENTRAZONE 50%,IV,FALSE,5,16%,4,6
FALSE,S_41528,41528,CORRECTOR DOBLE EFECTO FACYT,FACYT I + D SA,ACIDO FOSFORICO 60%,III,FALSE,17,3%,13.6,20.4
FALSE,S_41527,41527,HUAGRO HORMIX A,HUAGRO S A,"ALFACIPERMETRINA/ALFAMETRINA ,5%",IV,FALSE,19,24%,15.2,22.8
FALSE,S_41526,41526,PLEO TOP,SUMMIT AGRO ARGENTINA S A,PYRIDALIL 50%,III,FALSE,21,5%,16.8,25.2
FALSE,S_41525,41525,METRI 48 AGROTERRUM,AGROTERRUM S.A.,METRIBUZIN 48%,III,FALSE,6,3%,4.8,7.2
FALSE,S_41524,41524,ZATAKA,NUTRIEN AG SOLUTIONS ARGENTINA SA,FLUMIOXAZIN 48%,III,FALSE,13,20%,10.4,15.6
FALSE,S_41523,41523,INDOZEB,FARM CHEMICALS ARGENTINA S.R.L,MANCOZEB 75%,III,FALSE,23,24%,18.4,27.6
FALSE,S_41522,41522,GASCOIN ADN,ADN AGRO S.A.,"FOMESAFEN 12%## S-METOLACLORO 51,8%",III,FALSE,12,15%,9.6,14.4
FALSE,S_41521,41521,METOMIL 90 RAINBOW,RAINBOW AGROSCIENSES SA,METOMIL 90%,Ib,FALSE,20,3%,16,24
FALSE,S_41520,41520,OPTIMIX,FERTILIZANTES FULLTEC  SRL,ALCOHOL LAURICO ETOXILADO 22%,IV,FALSE,9,4%,7.2,10.8
FALSE,S_41519,41519,COWBOY ELITE III,SURCOS S.A.,DICAMBA 20%,III,FALSE,17,17%,13.6,20.4
FALSE,S_41518,41518,KAIROS ELITE III,SURCOS S.A.,SULFENTRAZONE 10%,III,FALSE,17,2%,13.6,20.4
FALSE,S_41517,41517,MINORI 50 WG,S ANDO Y CIA SACIIF,PIMETROZINE 50%,III,FALSE,5,5%,4,6
FALSE,S_41516,41516,GLIFO POTASICO RINDER III,AGROFACIL S A,"GLIFOSATO 66,2%",IV,FALSE,12,20%,9.6,14.4
FALSE,S_41515,41515,TAURUS ELITE II,SURCOS S.A.,S-METOLACLORO 45%,IV,FALSE,25,0%,20,30
FALSE,S_41514,41514,SULFENTRAZONE SURCOS II,SURCOS S.A.,SULFENTRAZONE 10%,III,FALSE,24,25%,19.2,28.8
FALSE,S_41513,41513,UNICORN,SULPHUR MILLS SA,"AZUFRE 70%## TEBUCONAZOLE 4,5%",III,FALSE,6,18%,4.8,7.2
FALSE,S_41512,41512,RAFTER 25 ME,CHEMOTECNICA SOCIEDAD ANONIMA,LAMBDA-CIALOTRINA 25%,II,FALSE,21,4%,16.8,25.2
FALSE,S_41511,41511,ATRAZINA CONTROLER II,AGROFACIL S A,ATRAZINA 50%,III,FALSE,7,13%,5.6,8.4
FALSE,S_41510,41510,DENAZON,RAINBOW AGROSCIENSES SA,BENAZOLIN ETIL 50%,IV,FALSE,22,17%,17.6,26.4
FALSE,S_41509,41509,POZIBEN,RAINBOW AGROSCIENSES SA,"PROTIOCONAZOLE 17,5%## TRIFLOXISTROBIN 15%",IV,FALSE,6,7%,4.8,7.2
FALSE,S_41508,41508,"CONSECT 62,5 FS",TAGROS ARGENTINA S.R.L.,"CLORANTRANILIPROLE 62,5%",III,FALSE,14,16%,11.2,16.8
FALSE,S_41507,41507,RELIPRO 35 WG,TAGROS ARGENTINA S.R.L.,CLORANTRANILIPROLE 35%,III,FALSE,18,7%,14.4,21.6
FALSE,S_41506,41506,IMPEED 20 SC,TAGROS ARGENTINA S.R.L.,CLORANTRANILIPROLE 20%,III,FALSE,24,19%,19.2,28.8
FALSE,S_41505,41505,GESAGARD A,SYNGENTA AGRO SOCIEDAD ANONIMA,PROMETRINA 50%,III,FALSE,5,3%,4,6
FALSE,S_41504,41504,CLOROTALONIL 72 DELTA,AGROINSUMOS B Y L S.A.,CLOROTALONIL 72%,III,FALSE,10,19%,8,12
FALSE,S_41503,41503,PONGA,AGRARIA54 S.R.L.,"PARAQUAT DICLORURO 27,6%",II,FALSE,12,8%,9.6,14.4
FALSE,S_41502,41502,TOPSTAR,CORTEVA AGRISCIENCE ARGENTINA SRL,FLUROXIPIR MEPTIL 48%,IV,FALSE,16,20%,12.8,19.2
FALSE,S_41501,41501,WINGER,UPL ARGENTINA S.A.,PIROXASULFONE 85%,IV,FALSE,13,18%,10.4,15.6
FALSE,S_41500,41500,TROP GREEN,TROPFEN S. A.,"MEZCLA DE TRIOLEATO DE POLIGLICEROL Y SORBITAN ESTER POLIETOXILADO 96,5%",IV,FALSE,17,16%,13.6,20.4
FALSE,S_41499,41499,FLUMIOXAZIN 48 BINNONG,REGISTROS AGROPECUARIOS SRL,FLUMIOXAZIN 48%,III,FALSE,23,3%,18.4,27.6
FALSE,S_41498,41498,OMINUS,FYO ACOPIO S.A.,ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE VEGETAL 65%,IV,FALSE,24,15%,19.2,28.8
FALSE,S_41497,41497,VORAXOR,BASF ARGENTINA S A,"SAFLUFENACIL 25%## TRIFLUDIMOXAZIN 12,5%",III,FALSE,7,13%,5.6,8.4
FALSE,S_41496,41496,DELIMOZ,RAINBOW AGROSCIENSES SA,BENAZOLIN ETIL 50%,IV,FALSE,25,13%,20,30
FALSE,S_41495,41495,ALEPOT,RAINBOW AGROSCIENSES SA,"PROTIOCONAZOLE 17,5%## TRIFLOXISTROBIN 15%",IV,FALSE,23,9%,18.4,27.6
FALSE,S_41494,41494,EXPLOYO VIT,M2I BIOCONTROL ARGENTINA S.A.U.,"(E,Z)7,9-DODECADIENIL ACETATO 2,32%",IV,FALSE,16,24%,12.8,19.2
FALSE,S_41493,41493,DIFLU 50 DELTA AGRO,AGROINSUMOS B Y L S.A.,DIFLUFENICAN 50%,III,FALSE,18,4%,14.4,21.6
FALSE,S_41492,41492,ENGAGE,CORTEVA AGRISCIENCE ARGENTINA SRL,METOXIFENOCIDE 30%## SPINETORAM 6%,IV,FALSE,25,3%,20,30
FALSE,S_41491,41491,TROMPO ACTIVE,SURCOS S.A.,"LUFENURON 2,5%## PROFENOFOS 25%",II,FALSE,19,13%,15.2,22.8
FALSE,S_41490,41490,LORETAZ,RAINBOW AGROSCIENSES SA,BENAZOLIN ETIL 50%,IV,FALSE,7,3%,5.6,8.4
FALSE,S_41489,41489,MOENCH ACA,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,BENAZOLIN ETIL 50%,IV,FALSE,10,7%,8,12
FALSE,S_41488,41488,BENAZOLIN 50 DELTA AGRO,AGROINSUMOS B Y L S.A.,BENAZOLIN ETIL 50%,IV,FALSE,13,15%,10.4,15.6
FALSE,S_41487,41487,DIURON DELTA AGRO,AGROINSUMOS B Y L S.A.,DIURON 80%,III,FALSE,25,3%,20,30
FALSE,S_41486,41486,PALIZ SG,ROTAM DE ARGENTINA AGROQUIMICA SRL,DICAMBA 77%,III,FALSE,12,22%,9.6,14.4
FALSE,S_41485,41485,ROZZAR,SUMITOMO CHEMICAL ARGENTINA S.A.,DIURON 18%## TIDIAZURON 36%,III,FALSE,12,11%,9.6,14.4
FALSE,S_41484,41484,ENTREVERO,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,BIFENTRIN 10%,II,FALSE,11,2%,8.8,13.2
FALSE,S_41482,41482,FENSORAX CON TECNOLOGIA PLINAZOLIN,SYNGENTA AGRO SOCIEDAD ANONIMA,ISOCYCLOSERAM 10%## LAMBDA-CIALOTRINA 15%,II,FALSE,17,22%,13.6,20.4
FALSE,S_41481,41481,TSUKI,SUMMIT AGRO ARGENTINA S A,"ACETAMIPRID 15%## BIFENTRIN 13,5%",II,FALSE,21,15%,16.8,25.2
FALSE,S_41480,41480,SUMILEX TOP,SUMMIT AGRO ARGENTINA S A,PROCIMIDONE 50%,III,FALSE,8,8%,6.4,9.6
FALSE,S_41479,41479,RIZOSPRAY ZEN,RIZOBACTER ARGENTINA S A,ALCOHOL GRASO ETOXILADO 48%,III,FALSE,24,24%,19.2,28.8
FALSE,S_41478,41478,ECLIPSE,CHEMOTECNICA SOCIEDAD ANONIMA,FLUMIOXAZIN 48%,IV,FALSE,19,12%,15.2,22.8
FALSE,S_41476,41476,SULFENTRAZONE PRO 75 WP,PROTEGRAN S A,SULFENTRAZONE 75%,III,FALSE,19,22%,15.2,22.8
FALSE,S_41475,41475,FLUROXIPIR 48 JLB,JLB Y ASOCIADOS S.A,FLUROXIPIR MEPTIL 48%,III,FALSE,8,10%,6.4,9.6
FALSE,S_41474,41474,PRO-D-93 ESTER LV,PROTEGRAN S A,"2,4 D 93%",III,FALSE,13,1%,10.4,15.6
FALSE,S_41473,41473,SUMIPLEO,SUMITOMO CHEMICAL ARGENTINA S.A.,PYRIDALIL 50%,III,FALSE,18,18%,14.4,21.6
FALSE,S_41472,41472,CHRONATOL MAXX,SUMITOMO CHEMICAL ARGENTINA S.A.,S-METOLACLORO 96%,III,FALSE,17,23%,13.6,20.4
FALSE,S_41471,41471,FSV-Tanalith,FORESTAL SAUCE VIEJO S A,SALES CCA 108%,Ia,FALSE,19,1%,15.2,22.8
FALSE,S_41470,41470,TOPSTAR,CORTEVA AGRISCIENCE ARGENTINA SRL,"HALAUXIFEN METIL 7,14%",III,FALSE,12,7%,9.6,14.4
FALSE,S_41469,41469,NAGIB 10,CHEMOTECNICA SOCIEDAD ANONIMA,ACIDO GIBERELICO 10%,III,FALSE,16,24%,12.8,19.2
FALSE,S_41468,41468,CLOZONE,RAINBOW AGROSCIENSES SA,CLOMAZONE 50%,III,FALSE,24,19%,19.2,28.8
FALSE,S_41467,41467,SORFENTUDO,RAINBOW AGROSCIENSES SA,SULFENTRAZONE 50%,III,FALSE,7,3%,5.6,8.4
FALSE,S_41466,41466,S-CASPER EC,RAINBOW AGROSCIENSES SA,S-METOLACLORO 96%,III,FALSE,10,4%,8,12
FALSE,S_41465,41465,FLENID,RAINBOW AGROSCIENSES SA,MESOTRIONE 48%,III,FALSE,20,10%,16,24
FALSE,S_41464,41464,BORJA DOS,SYNGENTA AGRO SOCIEDAD ANONIMA,BICICLOPIRONA 20%,IV,FALSE,7,12%,5.6,8.4
FALSE,S_41463,41463,RID GONE XTRA,RAINBOW AGROSCIENSES SA,"GLIFOSATO 88,8%",III,FALSE,7,22%,5.6,8.4
FALSE,S_41462,41462,MORATOM SL,RAINBOW AGROSCIENSES SA,"PICLORAM 27,8%",IV,FALSE,23,13%,18.4,27.6
FALSE,S_41461,41461,PYMETROZINE BROMETAN,BROMETAN S R L,PIMETROZINE 50%,III,FALSE,10,3%,8,12
FALSE,S_41460,41460,FLASH,CORTEVA AGRISCIENCE ARGENTINA SRL,"HALAUXIFEN METIL 7,14%",III,FALSE,19,2%,15.2,22.8
FALSE,S_41459,41459,LOBESIA PRO,M2I BIOCONTROL ARGENTINA S.A.U.,"(E,Z)7,9-DODECADIENIL ACETATO 2,32%",IV,FALSE,15,11%,12,18
FALSE,S_41458,41458,GLIFOSATO FULL SIGMA,SIGMA AGRO SA,"GLIFOSATO 66,2%",IV,FALSE,22,4%,17.6,26.4
FALSE,S_41457,41457,TRINEXAPAC 25 FALCROP,FALCROP S.A.,TRINEXAPAC-ETIL 25%,III,FALSE,6,3%,4.8,7.2
FALSE,S_41456,41456,MUTICUS,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,CLOMAZONE 36%,IV,FALSE,17,17%,13.6,20.4
FALSE,S_41455,41455,ZAWE 36,AGM ARGENTINA S. A.,CLETODIM 36%,III,FALSE,25,14%,20,30
TRUE,S_41454,41454,JADE,PHILAGRO S.A,"EPOXICONAZOLE 5%## PIRACLOSTROBIN 13,3%",IV,FALSE,24,14%,19.2,28.8
FALSE,S_41453,41453,BOVERIL PLUS,NITRASOIL ARGENTINA SOCIEDAD ANONIMA S. A.,BEAUVERIA BASSIANA 5%,IV,FALSE,6,23%,4.8,7.2
FALSE,S_41452,41452,KAIMAN,RAINBOW AGROSCIENSES SA,METSULFURON METIL 60%,III,FALSE,17,16%,13.6,20.4
FALSE,S_41451,41451,UDELICA,RAINBOW AGROSCIENSES SA,FLUROXIPIR MEPTIL 48%,III,FALSE,12,13%,9.6,14.4
FALSE,S_41450,41450,NICORONY,RAINBOW AGROSCIENSES SA,NICOSULFURON 75%,III,FALSE,22,19%,17.6,26.4
FALSE,S_41449,41449,EDENTICE,RAINBOW AGROSCIENSES SA,DIFLUFENICAN 50%,III,FALSE,5,14%,4,6
FALSE,S_41448,41448,PLADIUS XPERT,SUMITOMO CHEMICAL ARGENTINA S.A.,DIFENOCONAZOLE 12%## INPYRFLUXAM  6%## PICOXISTROBIN 12%,III,FALSE,14,12%,11.2,16.8
FALSE,S_41447,41447,IMAZAFEN,NOVA  S. A. U.,"FOMESAFEN 26,25%## IMAZAPIC 18,36%",III,FALSE,9,21%,7.2,10.8
FALSE,S_41446,41446,PROTIO + TRIFLOX DELTA AGRO,AGROINSUMOS B Y L S.A.,"PROTIOCONAZOLE 17,5%## TRIFLOXISTROBIN 15%",IV,FALSE,21,12%,16.8,25.2
FALSE,S_41445,41445,PLUTON EBC,ENRIQUE M BAYA CASAL S A,"PROTIOCONAZOLE 17,5%## TRIFLOXISTROBIN 15%",IV,FALSE,9,2%,7.2,10.8
FALSE,S_41444,41444,SULFENTRAZONE TAGROS III,TAGROS ARGENTINA S.R.L.,SULFENTRAZONE 50%,III,FALSE,16,9%,12.8,19.2
FALSE,S_41443,41443,IMIDA 60 AGROTERRUM,AGROTERRUM S.A.,IMIDACLOPRID 60%,II,FALSE,10,22%,8,12
FALSE,S_41442,41442,"WEEDOUT 27,6 % SL",RAINBOW AGROSCIENSES SA,"PARAQUAT DICLORURO 27,6%",III,FALSE,11,12%,8.8,13.2
FALSE,S_41441,41441,BLOWOUT SL,RAINBOW AGROSCIENSES SA,"PARAQUAT DICLORURO 27,6%",III,FALSE,18,24%,14.4,21.6
FALSE,S_41440,41440,ALUZIA,RAINBOW AGROSCIENSES SA,GLUFOSINATO DE AMONIO 20%,III,FALSE,7,21%,5.6,8.4
FALSE,S_41439,41439,COFULLIN,RAINBOW AGROSCIENSES SA,BIFENTRIN 10%,II,FALSE,23,23%,18.4,27.6
FALSE,S_41438,41438,KIMLIDE,RAINBOW AGROSCIENSES SA,TERBUTILAZINA 50%,II,FALSE,12,22%,9.6,14.4
FALSE,S_41437,41437,MUSSON,RAINBOW AGROSCIENSES SA,"2,4 D 89%",III,FALSE,20,5%,16,24
FALSE,S_41436,41436,SMETO AGROTERRUM,AGROTERRUM S.A.,S-METOLACLORO 96%,III,FALSE,8,6%,6.4,9.6
FALSE,S_41435,41435,SULFENTRAZONE TAGROS II,TAGROS ARGENTINA S.R.L.,SULFENTRAZONE 50%,III,FALSE,25,1%,20,30
FALSE,S_41434,41434,FENTRA,SINER S A,SULFENTRAZONE 50%,III,FALSE,5,4%,4,6
FALSE,S_41433,41433,CALCULATE,SYNGENTA AGRO SOCIEDAD ANONIMA,CLORANTRANILIPROLE 10%## LAMBDA-CIALOTRINA 5%,II,FALSE,14,3%,11.2,16.8
FALSE,S_41432,41432,TSUNAMI 20 SL,SPEEDAGRO S.R.L.,GLUFOSINATO DE AMONIO 20%,III,FALSE,6,5%,4.8,7.2
FALSE,S_41431,41431,PRO-D-93 SBV,PROTEGRAN S A,"2,4 D 93%",III,FALSE,5,17%,4,6
FALSE,S_41430,41430,BAR IPRO MAX,PALAVERSICH Y CIA S AC,IPRODIONE 35%,III,FALSE,7,11%,5.6,8.4
FALSE,S_41429,41429,KAISER,PALAVERSICH Y CIA S AC,"FLUDIOXONIL 2,5%## METALAXIL -M 1%",IV,FALSE,19,15%,15.2,22.8
FALSE,S_41428,41428,TABATA,PALAVERSICH Y CIA S AC,"DIFENOCONAZOLE 2,5%## FLUDIOXONIL 2,5%",IV,FALSE,9,21%,7.2,10.8
FALSE,S_41427,41427,S-METOLACLOR 96 BINNONG,REGISTROS AGROPECUARIOS SRL,S-METOLACLORO 96%,III,FALSE,22,6%,17.6,26.4
FALSE,S_41426,41426,CIBRANIL 72 SC CIBELES,CIBELES ARGENTINA S.A.,CLOROTALONIL 72%,III,FALSE,13,15%,10.4,15.6
FALSE,S_41425,41425,FLUROXIPIR 48 KEMSURE,AGROEMPRESA COLON  S.A.,FLUROXIPIR MEPTIL 48%,III,FALSE,18,14%,14.4,21.6
FALSE,S_41424,41424,AVGURON EXTRA,SUMITOMO CHEMICAL ARGENTINA S.A.,DIURON 18%## TIDIAZURON 36%,III,FALSE,18,9%,14.4,21.6
FALSE,S_41423,41423,"DICAMBA 57,8 JLB",JLB Y ASOCIADOS S.A,"DICAMBA 57,8%",II,FALSE,11,23%,8.8,13.2
FALSE,S_41422,41422,MANGANEL,SYNGENTA AGRO SOCIEDAD ANONIMA,BICICLOPIRONA 20%,IV,FALSE,16,13%,12.8,19.2
FALSE,S_41421,41421,ACADEMIX ELITE ME,CHEMOTECNICA SOCIEDAD ANONIMA,"2,4 D 30%",II,FALSE,20,18%,16,24
FALSE,S_41420,41420,TIOGLEX SEMILLERO INCOLORO,GLEBA S A,TIODICARB 35%,II,FALSE,15,10%,12,18
FALSE,S_41419,41419,"2,4 D MICROCONTROLER",AGROFACIL S A,"2,4 D 30%",II,FALSE,24,20%,19.2,28.8
FALSE,S_41418,41418,GLIFOSATO MACRO PROTECT 66.2%,LDC ARGENTINA S.A.,"GLIFOSATO 66,2%",IV,FALSE,11,17%,8.8,13.2
FALSE,S_41417,41417,SMARTFRESH INBOX,AGROFRESH ARGENTINA S.R.L.,"METIL CICLOPROPENO ,014%",IV,FALSE,11,18%,8.8,13.2
FALSE,S_41416,41416,FRONTIER,DVA AGRO GMBH,"PICLORAM 38,8%",III,FALSE,7,4%,5.6,8.4
FALSE,S_41415,41415,"2,4 D CONTROLER EH II",AGROFACIL S A,"2,4 D 89%",III,FALSE,10,9%,8,12
FALSE,S_41414,41414,ASCARISCER APACHE,COMPAÑIA ASCARISCER S.A.,PIRIMIFOS METIL 50%,III,FALSE,19,20%,15.2,22.8
FALSE,S_41413,41413,GENESIS DUO AA,TECNOMYL S.A.,AZOXISTROBINA 20%## CIPROCONAZOLE 8%,III,FALSE,9,6%,7.2,10.8
FALSE,S_41412,41412,COWBOY SURCOS II,SURCOS S.A.,DICAMBA 20%,III,FALSE,16,3%,12.8,19.2
FALSE,S_41411,41411,DZE,ESPEL SA I C A,SALES CCA 108%,Ia,FALSE,24,24%,19.2,28.8
FALSE,S_41410,41410,VERTENTO con Tecnología PLINAZOLIN,SYNGENTA AGRO SOCIEDAD ANONIMA,ISOCYCLOSERAM 40%,IV,FALSE,10,23%,8,12
FALSE,S_41409,41409,KEBEC,DVA AGRO GMBH,S-METOLACLORO 96%,III,FALSE,19,22%,15.2,22.8
FALSE,S_41408,41408,NUBLAR,DVA AGRO GMBH,CLETODIM 24%,III,FALSE,19,9%,15.2,22.8
FALSE,S_41407,41407,PORTRAX,CORTEVA AGRISCIENCE ARGENTINA SRL,"DICLOSULAM 58%## HALAUXIFEN METIL 11,5%",IV,FALSE,12,24%,9.6,14.4
FALSE,S_41406,41406,ACCORD,CORTEVA AGRISCIENCE ARGENTINA SRL,"GLIFOSATO 60,8%",IV,FALSE,18,11%,14.4,21.6
FALSE,S_41405,41405,SANRLON,RAINBOW AGROSCIENSES SA,DIFLUFENICAN 50%,III,FALSE,5,1%,4,6
FALSE,S_41404,41404,STRONGARM,CORTEVA AGRISCIENCE ARGENTINA SRL,DICLOSULAM 84%,III,FALSE,14,4%,11.2,16.8
FALSE,S_41403,41403,STARCHER,AGRI STAR S. A.,CIALOFOP-BUTIL 18%,III,FALSE,13,15%,10.4,15.6
FALSE,S_41402,41402,FLUR X-TRA 48,LABORATORIOS PEYTE S.A.,FLUROXIPIR MEPTIL 48%,III,FALSE,9,2%,7.2,10.8
FALSE,S_41401,41401,TECNO-GAS,TECNOPHOS SERVICES  S.A.,FOSFINA 97%,Ia,FALSE,19,6%,15.2,22.8
FALSE,S_41400,41400,CREAVIS CON TECNOLOGÍA ADEPIDYN,SYNGENTA AGRO SOCIEDAD ANONIMA,PIDIFLUMETOFEN 20%,III,FALSE,10,23%,8,12
FALSE,S_41399,41399,CLETODIM 24 CHIMAGRO,CHIMAGRO SA,CLETODIM 24%,III,FALSE,7,1%,5.6,8.4
FALSE,S_41398,41398,SEPONAM CON TECNOLOGIA PLINAZOLIN,SYNGENTA AGRO SOCIEDAD ANONIMA,ISOCYCLOSERAM 10%## LAMBDA-CIALOTRINA 15%,II,FALSE,25,18%,20,30
FALSE,S_41397,41397,SUPER ONE STAR,AGRI STAR S. A.,"FLUAZIFOP-P BUTIL 12,5%",III,FALSE,22,15%,17.6,26.4
FALSE,S_41396,41396,STARTOP,AGRI STAR S. A.,"AZOXISTROBINA 20%## DIFENOCONAZOLE 12,5%",III,FALSE,23,11%,18.4,27.6
FALSE,S_41395,41395,ADERYN,AGROFINA S A,DINOTEFURAN 70%,IV,FALSE,11,20%,8.8,13.2
FALSE,S_41394,41394,RIDOVER XTRA,RAINBOW AGROSCIENSES SA,"GLIFOSATO 88,8%",III,FALSE,18,22%,14.4,21.6
FALSE,S_41393,41393,S-CASPER,RAINBOW AGROSCIENSES SA,S-METOLACLORO 96%,II,FALSE,19,11%,15.2,22.8
FALSE,S_41392,41392,ACOPISPRAY EXTREM,COOPERATIVA  AGROPECUARIA DE ACOPIADORES FEDERADOS LIMITADA,ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE VEGETAL 82%,IV,FALSE,22,23%,17.6,26.4
FALSE,S_41391,41391,ACOPI PH,COOPERATIVA  AGROPECUARIA DE ACOPIADORES FEDERADOS LIMITADA,ALCOHOL GRASO ETOXILADO 12%## ALCOHOL LAURICO ETOXILADO 12%,III,FALSE,20,25%,16,24
FALSE,S_41390,41390,GLUFOSINATO HUAGRO,HUAGRO S A,GLUFOSINATO DE AMONIO 20%,III,FALSE,12,14%,9.6,14.4
FALSE,S_41388,41388,BENRAPEL,RAINBOW AGROSCIENSES SA,BENAZOLIN ETIL 50%,IV,FALSE,17,25%,13.6,20.4
FALSE,S_41387,41387,CLOMAZONE 48 EC BRILLIANCE,XOMEZANA SA,CLOMAZONE 48%,III,FALSE,20,19%,16,24
FALSE,S_41386,41386,PATTERN MYL,TECNOMYL S.A.,S-METOLACLORO 96%,III,FALSE,18,4%,14.4,21.6
FALSE,S_41385,41385,TANKE 50,GLEBA S A,PENDIMETALIN 50%,III,FALSE,10,13%,8,12
FALSE,S_41384,41384,ACOPIECO,COOPERATIVA  AGROPECUARIA DE ACOPIADORES FEDERADOS LIMITADA,ALCOHOL GRASO ETOXILADO 48%## ALCOHOL LAURICO ETOXILADO 48%,IV,FALSE,15,8%,12,18
FALSE,S_41383,41383,DULCIZIN XTRA,RAINBOW AGROSCIENSES SA,TERBUTILAZINA 75%,III,FALSE,20,6%,16,24
FALSE,S_41382,41382,WEEDIE,RAINBOW AGROSCIENSES SA,FLUMIOXAZIN 48%,III,FALSE,18,23%,14.4,21.6
FALSE,S_41381,41381,RECORTE,RAINBOW AGROSCIENSES SA,FLUROXIPIR MEPTIL 48%,III,FALSE,12,11%,9.6,14.4
FALSE,S_41380,41380,RAINCLOM,RAINBOW AGROSCIENSES SA,CLOMAZONE 50%,III,FALSE,17,16%,13.6,20.4
FALSE,S_41379,41379,CARITEK,RAINBOW AGROSCIENSES SA,"DIURON 10%## PARAQUAT DICLORURO 27,6%",II,FALSE,8,20%,6.4,9.6
FALSE,S_41378,41378,CLETODIM 24 TOBIANO,EL TOBIANO SA,CLETODIM 24%,III,FALSE,8,15%,6.4,9.6
FALSE,S_41377,41377,WINMAIZE,RAINBOW AGROSCIENSES SA,MESOTRIONE 48%,III,FALSE,25,9%,20,30
FALSE,S_41376,41376,MACHOLE,RAINBOW AGROSCIENSES SA,METOXIFENOCIDE 24%,IV,FALSE,15,19%,12,18
FALSE,S_41375,41375,PARAKIN,RAINBOW AGROSCIENSES SA,"PARAQUAT DICLORURO 27,6%",III,FALSE,14,22%,11.2,16.8
FALSE,S_41374,41374,DAKLIN,RAINBOW AGROSCIENSES SA,DIFLUFENICAN 50%,III,FALSE,17,9%,13.6,20.4
FALSE,S_41373,41373,MAISLOR,RAINBOW AGROSCIENSES SA,"ATRAZINA 12%## MESOTRIONE 3,2%## S-METOLACLORO 32%",III,FALSE,7,25%,5.6,8.4
FALSE,S_41372,41372,RAINMAZON,RAINBOW AGROSCIENSES SA,CLOMAZONE 50%,III,FALSE,21,19%,16.8,25.2
FALSE,S_41371,41371,DINAXINE,RAINBOW AGROSCIENSES SA,"2,4 D 89%",III,FALSE,19,7%,15.2,22.8
FALSE,S_41370,41370,"2,4D EH 89% EBC",ENRIQUE M BAYA CASAL S A,"2,4 D 89%",III,FALSE,12,5%,9.6,14.4
FALSE,S_41369,41369,ROUPOM,RAINBOW AGROSCIENSES SA,PROMETRINA 50%,III,FALSE,18,13%,14.4,21.6
FALSE,S_41368,41368,VULTUR 50,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,TERBUTILAZINA 50%,II,FALSE,24,23%,19.2,28.8
FALSE,S_41367,41367,TROPICIO,RAINBOW AGROSCIENSES SA,"PICLORAM 27,8%",III,FALSE,19,2%,15.2,22.8
FALSE,S_41366,41366,SEMAR XTRA,RAINBOW AGROSCIENSES SA,"IMAZAPIC 175%## IMAZAPIR 52,5%",III,FALSE,15,10%,12,18
FALSE,S_41365,41365,DIFCAN 50 SC,RAINBOW AGROSCIENSES SA,DIFLUFENICAN 50%,III,FALSE,24,25%,19.2,28.8
FALSE,S_41364,41364,YPF AGRO TERBUTILAZINA HF,YPF SOCIEDAD ANONIMA,TERBUTILAZINA 75%,III,FALSE,18,19%,14.4,21.6
FALSE,S_41363,41363,TERBUZINA,RAINBOW AGROSCIENSES SA,TERBUTILAZINA 75%,III,FALSE,14,23%,11.2,16.8
